Date,AXISBANK.NS,BANKBARODA.NS,CANBK.NS,HDFCBANK.NS,ICICIBANK.NS,INDUSINDBK.NS,KOTAKBANK.NS,SBIN.NS
2022-01-03,696.3499755859375,83.80000305175781,41.09000015258789,1519.6500244140625,764.7000122070312,912.2999877929688,1824.449951171875,470.79998779296875
2022-01-04,709.1500244140625,83.9000015258789,41.310001373291016,1528.550048828125,772.8499755859375,904.4000244140625,1852.5999755859375,483.5
2022-01-05,726.9000244140625,84.9000015258789,42.20000076293945,1564.8499755859375,788.0499877929688,903.9500122070312,1922.1500244140625,492.3999938964844
2022-01-06,730.2999877929688,86.5999984741211,42.5,1539.75,785.0499877929688,921.7000122070312,1891.9000244140625,491.70001220703125
2022-01-07,730.5999755859375,87.5999984741211,42.459999084472656,1550.550048828125,793.25,922.25,1904.25,491.25
2022-01-10,742.7999877929688,92.1500015258789,43.939998626708984,1559.1500244140625,810.75,920.8499755859375,1947.949951171875,503.6499938964844
2022-01-11,743.25,92.19999694824219,44.279998779296875,1565.9000244140625,810.6500244140625,917.9500122070312,1936.800048828125,505.95001220703125
2022-01-12,746.8499755859375,92.75,44.54999923706055,1556.6500244140625,823.75,941.5499877929688,1956.5999755859375,510.25
2022-01-13,740.7000122070312,93.9000015258789,45.06999969482422,1528.0,824.7000122070312,927.0999755859375,1926.3499755859375,511.3500061035156
2022-01-14,721.7000122070312,93.5999984741211,45.529998779296875,1545.1500244140625,820.0,920.0499877929688,1938.199951171875,508.3500061035156
2022-01-17,712.6500244140625,93.75,45.540000915527344,1521.5,819.2999877929688,920.5,1937.449951171875,514.0
2022-01-18,725.2000122070312,92.25,44.619998931884766,1529.25,823.0999755859375,899.6500244140625,1942.1500244140625,506.79998779296875
2022-01-19,729.5999755859375,95.8499984741211,45.68000030517578,1518.449951171875,808.5999755859375,893.25,1905.6500244140625,515.7999877929688
2022-01-20,728.9000244140625,96.69999694824219,45.689998626708984,1509.0,810.25,877.2000122070312,1892.5999755859375,511.3999938964844
2022-01-21,712.5,92.69999694824219,43.119998931884766,1521.5999755859375,804.5,854.0999755859375,1893.75,502.70001220703125
2022-01-24,704.5999755859375,92.5999984741211,41.7400016784668,1486.6500244140625,798.4500122070312,851.25,1830.9000244140625,494.1499938964844
2022-01-25,752.2000122070312,98.5,44.279998779296875,1488.050048828125,801.6500244140625,884.25,1854.6500244140625,514.6500244140625
2022-01-27,773.8499755859375,103.5,48.15999984741211,1474.949951171875,794.6500244140625,888.0999755859375,1889.25,528.9500122070312
2022-01-28,764.7000122070312,103.30000305175781,47.779998779296875,1463.25,781.1500244140625,903.5499877929688,1898.300048828125,523.4500122070312
2022-01-31,773.0499877929688,107.55000305175781,50.59000015258789,1485.699951171875,788.7999877929688,872.0999755859375,1857.25,538.2999877929688
2022-02-01,781.9000244140625,106.1500015258789,51.75,1497.0,810.2999877929688,922.2999877929688,1882.300048828125,532.2999877929688
2022-02-02,804.0999755859375,109.4000015258789,53.93000030517578,1531.199951171875,813.75,975.3499755859375,1942.5999755859375,539.7999877929688
2022-02-03,799.5499877929688,109.55000305175781,52.97999954223633,1515.3499755859375,808.9500122070312,958.3499755859375,1909.050048828125,540.0999755859375
2022-02-04,798.5499877929688,106.55000305175781,52.20000076293945,1524.0,805.0499877929688,956.0499877929688,1884.199951171875,530.2999877929688
2022-02-07,789.5999755859375,112.94999694824219,51.619998931884766,1468.1500244140625,786.4000244140625,933.0499877929688,1828.449951171875,533.25
2022-02-08,798.5499877929688,117.94999694824219,52.13999938964844,1461.8499755859375,792.5,937.7000122070312,1817.800048828125,531.3499755859375
2022-02-09,803.8499755859375,114.8499984741211,52.04999923706055,1497.5999755859375,802.7999877929688,967.1500244140625,1835.0,535.25
2022-02-10,809.7999877929688,114.69999694824219,51.7599983215332,1525.0999755859375,805.5,972.3499755859375,1867.199951171875,540.5499877929688
2022-02-11,803.7999877929688,113.55000305175781,50.29999923706055,1518.8499755859375,790.7999877929688,982.4000244140625,1828.25,529.5999755859375
2022-02-14,773.3499755859375,106.0999984741211,46.95000076293945,1473.699951171875,753.7000122070312,941.5999755859375,1746.8499755859375,501.3999938964844
2022-02-15,796.9500122070312,110.1500015258789,49.59000015258789,1517.800048828125,776.0499877929688,969.7000122070312,1813.0999755859375,524.7999877929688
2022-02-16,797.0499877929688,107.0,48.86000061035156,1515.75,764.0499877929688,968.4000244140625,1830.050048828125,516.7000122070312
2022-02-17,782.7999877929688,105.69999694824219,47.880001068115234,1506.5,750.3499755859375,955.7999877929688,1817.300048828125,512.9500122070312
2022-02-18,787.4000244140625,105.3499984741211,47.650001525878906,1512.3499755859375,748.9000244140625,955.3499755859375,1826.550048828125,515.2999877929688
2022-02-21,788.8499755859375,103.75,46.59000015258789,1522.0999755859375,754.4500122070312,952.4500122070312,1827.0999755859375,511.8500061035156
2022-02-22,779.1500244140625,104.8499984741211,46.09000015258789,1510.699951171875,751.2999877929688,939.0999755859375,1841.75,498.3999938964844
2022-02-23,777.2000122070312,107.75,45.83000183105469,1500.9000244140625,744.5999755859375,950.7000122070312,1886.0999755859375,498.70001220703125
2022-02-24,730.2999877929688,100.5,41.65999984741211,1419.4000244140625,707.4000244140625,875.6500244140625,1794.8499755859375,472.6499938964844
2022-02-25,758.0499877929688,106.80000305175781,43.689998626708984,1456.0999755859375,730.0499877929688,927.0499877929688,1856.699951171875,482.95001220703125
2022-02-28,742.4000244140625,106.55000305175781,43.91999816894531,1426.25,742.7000122070312,920.7000122070312,1842.75,483.20001220703125
2022-03-02,750.25,103.0999984741211,43.22999954223633,1374.25,714.8499755859375,906.3499755859375,1806.0,474.25
2022-03-03,737.6500244140625,102.5999984741211,42.9900016784668,1371.0,698.2999877929688,912.25,1792.25,467.3999938964844
2022-03-04,715.0,100.55000305175781,42.029998779296875,1366.5,688.0499877929688,901.9000244140625,1752.1500244140625,461.95001220703125
2022-03-07,667.5499877929688,92.80000305175781,40.16999816894531,1324.800048828125,653.75,834.4000244140625,1711.9000244140625,440.29998779296875
2022-03-08,670.4000244140625,97.44999694824219,41.869998931884766,1327.800048828125,665.0,840.7000122070312,1723.0999755859375,440.29998779296875
2022-03-09,674.2000122070312,98.8499984741211,42.400001525878906,1371.1500244140625,667.4500122070312,875.3499755859375,1739.0999755859375,451.70001220703125
2022-03-10,694.9500122070312,101.8499984741211,42.880001068115234,1392.699951171875,676.5999755859375,904.2999877929688,1754.3499755859375,468.70001220703125
2022-03-11,690.8499755859375,104.4000015258789,43.59000015258789,1396.800048828125,677.9000244140625,901.75,1763.0,470.3500061035156
2022-03-14,710.0499877929688,106.9000015258789,44.22999954223633,1442.550048828125,696.1500244140625,907.5999755859375,1788.75,485.1499938964844
2022-03-15,698.1500244140625,105.9000015258789,43.779998779296875,1424.0,697.3499755859375,896.6500244140625,1733.75,485.8500061035156
2022-03-16,723.8499755859375,107.69999694824219,44.880001068115234,1448.1500244140625,708.0,928.6500244140625,1760.5,492.75
2022-03-17,739.25,107.94999694824219,45.209999084472656,1480.050048828125,720.0999755859375,932.4500122070312,1820.0,501.8999938964844
2022-03-21,725.9000244140625,106.5,44.9900016784668,1486.5,710.75,913.4000244140625,1777.0999755859375,490.6000061035156
2022-03-22,731.4000244140625,106.80000305175781,45.20000076293945,1494.1500244140625,718.2000122070312,927.7000122070312,1807.8499755859375,493.70001220703125
2022-03-23,726.75,106.25,45.060001373291016,1479.25,718.2999877929688,931.3499755859375,1769.75,490.6499938964844
2022-03-24,722.25,106.1500015258789,45.130001068115234,1442.6500244140625,704.2000122070312,924.7999877929688,1714.1500244140625,487.1000061035156
2022-03-25,721.25,108.5,45.060001373291016,1430.9000244140625,699.25,926.25,1722.25,490.70001220703125
2022-03-28,736.0,111.94999694824219,45.7400016784668,1432.800048828125,710.3499755859375,935.1500244140625,1725.199951171875,497.5
2022-03-29,737.7999877929688,111.55000305175781,45.689998626708984,1451.800048828125,715.2999877929688,929.1500244140625,1730.0,495.0
2022-03-30,750.4500122070312,114.0,45.689998626708984,1476.949951171875,730.9000244140625,926.2999877929688,1763.0999755859375,494.29998779296875
2022-03-31,761.1500244140625,111.5999984741211,45.54999923706055,1470.3499755859375,730.2999877929688,935.4000244140625,1753.8499755859375,493.54998779296875
2022-04-01,774.5499877929688,116.0,47.9900016784668,1506.0,736.25,968.5999755859375,1776.6500244140625,508.20001220703125
2022-04-04,784.0999755859375,116.0999984741211,48.2599983215332,1656.800048828125,746.5999755859375,987.2000122070312,1836.050048828125,512.4000244140625
2022-04-05,783.0999755859375,116.0,48.59000015258789,1608.25,741.7999877929688,973.25,1802.199951171875,509.3999938964844
2022-04-06,773.7000122070312,119.9000015258789,49.56999969482422,1550.8499755859375,741.5999755859375,968.2999877929688,1779.4000244140625,513.9500122070312
2022-04-07,792.0999755859375,119.19999694824219,49.33000183105469,1516.75,748.5499877929688,972.5999755859375,1766.449951171875,514.9500122070312
2022-04-08,794.9000244140625,120.30000305175781,49.66999816894531,1514.6500244140625,754.2999877929688,985.5999755859375,1784.5,516.0999755859375
2022-04-11,786.0499877929688,120.30000305175781,49.220001220703125,1496.1500244140625,759.5999755859375,980.4500122070312,1783.449951171875,514.9000244140625
2022-04-12,798.4500122070312,120.1500015258789,48.290000915527344,1493.5,763.8499755859375,985.0999755859375,1801.8499755859375,512.8499755859375
2022-04-13,793.0499877929688,119.44999694824219,48.529998779296875,1464.949951171875,762.25,983.4000244140625,1779.5999755859375,517.7000122070312
2022-04-18,798.8499755859375,113.9000015258789,46.86000061035156,1395.449951171875,757.7999877929688,977.4500122070312,1750.4000244140625,509.5
2022-04-19,797.7999877929688,113.05000305175781,46.93000030517578,1342.199951171875,766.2999877929688,963.7999877929688,1707.5,511.79998779296875
2022-04-20,794.7000122070312,112.5999984741211,46.619998931884766,1354.300048828125,755.5499877929688,972.5499877929688,1721.300048828125,509.29998779296875
2022-04-21,801.7999877929688,113.9000015258789,47.599998474121094,1374.3499755859375,762.3499755859375,989.25,1760.8499755859375,516.2999877929688
2022-04-22,780.5999755859375,111.44999694824219,46.650001525878906,1355.5999755859375,747.6500244140625,959.8499755859375,1727.75,500.6000061035156
2022-04-25,780.7000122070312,111.1500015258789,45.61000061035156,1365.75,752.2000122070312,946.5499877929688,1728.8499755859375,494.75
2022-04-26,775.0,115.5,47.11000061035156,1372.050048828125,753.75,980.4500122070312,1742.699951171875,505.5
2022-04-27,765.9000244140625,116.0999984741211,46.34000015258789,1372.550048828125,736.7000122070312,974.5,1741.5,497.25
2022-04-28,779.7999877929688,115.69999694824219,46.63999938964844,1371.3499755859375,747.1500244140625,988.3499755859375,1765.6500244140625,507.5
2022-04-29,728.5999755859375,112.9000015258789,45.93000030517578,1384.5999755859375,743.2999877929688,978.5499877929688,1790.75,496.29998779296875
2022-05-02,727.3499755859375,112.75,45.95000076293945,1403.699951171875,741.0,1018.0999755859375,1774.3499755859375,491.0
2022-05-04,707.2000122070312,108.1500015258789,44.58000183105469,1356.0,724.25,978.2999877929688,1775.5999755859375,479.6499938964844
2022-05-05,702.3499755859375,105.8499984741211,44.95000076293945,1352.949951171875,728.7999877929688,936.7999877929688,1797.5999755859375,480.0
2022-05-06,673.4000244140625,104.94999694824219,43.869998931884766,1317.5999755859375,719.25,915.4000244140625,1775.300048828125,483.95001220703125
2022-05-09,663.7000122070312,103.25,40.27000045776367,1319.8499755859375,710.3499755859375,889.7000122070312,1767.5,475.8999938964844
2022-05-10,659.75,101.0,39.939998626708984,1341.050048828125,711.2999877929688,910.75,1797.1500244140625,475.20001220703125
2022-05-11,672.3499755859375,101.25,40.439998626708984,1348.5999755859375,714.2000122070312,923.3499755859375,1809.949951171875,476.54998779296875
2022-05-12,649.6500244140625,96.05000305175781,38.54999923706055,1303.050048828125,695.7999877929688,869.9000244140625,1760.9000244140625,462.6499938964844
2022-05-13,635.9500122070312,95.0,38.65999984741211,1291.3499755859375,677.3499755859375,872.3499755859375,1779.550048828125,444.6499938964844
2022-05-16,638.9500122070312,99.8499984741211,39.54999923706055,1305.0999755859375,683.0,885.9000244140625,1812.8499755859375,455.0
2022-05-17,654.9500122070312,102.1500015258789,40.54999923706055,1314.0,710.0,903.8499755859375,1840.300048828125,467.29998779296875
2022-05-18,659.4500122070312,99.44999694824219,39.40999984741211,1313.9000244140625,707.3499755859375,903.1500244140625,1846.800048828125,458.0
2022-05-19,650.2000122070312,96.30000305175781,37.38999938964844,1287.050048828125,690.2999877929688,866.25,1783.4000244140625,447.5
2022-05-20,673.0999755859375,99.44999694824219,38.880001068115234,1320.949951171875,709.5499877929688,896.5,1829.1500244140625,462.3999938964844
2022-05-23,675.3499755859375,97.1500015258789,38.130001068115234,1304.0,711.0499877929688,902.4000244140625,1854.300048828125,460.8999938964844
2022-05-24,664.0499877929688,95.80000305175781,37.95000076293945,1318.949951171875,708.1500244140625,897.9500122070312,1882.5999755859375,462.04998779296875
2022-05-25,665.0,93.9000015258789,37.25,1328.800048828125,713.3499755859375,893.3499755859375,1907.550048828125,454.1000061035156
2022-05-26,683.25,98.3499984741211,39.15999984741211,1366.699951171875,728.5,897.5999755859375,1908.6500244140625,468.8999938964844
2022-05-27,688.2999877929688,98.6500015258789,39.61000061035156,1392.050048828125,739.7999877929688,925.4000244140625,1946.199951171875,468.95001220703125
2022-05-30,693.6500244140625,101.55000305175781,41.79999923706055,1401.550048828125,748.5,936.2000122070312,1903.199951171875,474.6000061035156
2022-05-31,685.2000122070312,100.25,41.0,1388.949951171875,752.8499755859375,930.8499755859375,1846.8499755859375,468.1000061035156
2022-06-01,686.0499877929688,101.8499984741211,41.75,1394.8499755859375,752.6500244140625,928.3499755859375,1865.0999755859375,468.29998779296875
2022-06-02,691.5499877929688,103.6500015258789,42.709999084472656,1385.0999755859375,749.75,942.9500122070312,1857.6500244140625,469.8500061035156
2022-06-03,677.2999877929688,102.1500015258789,42.220001220703125,1380.300048828125,744.2999877929688,924.2999877929688,1858.6500244140625,464.5
2022-06-06,672.2000122070312,102.05000305175781,42.09000015258789,1378.449951171875,746.75,928.75,1869.300048828125,463.70001220703125
2022-06-07,665.8499755859375,101.9000015258789,41.810001373291016,1362.5999755859375,735.25,923.7000122070312,1858.1500244140625,463.3999938964844
2022-06-08,658.5999755859375,103.55000305175781,42.18000030517578,1367.4000244140625,729.5,913.7000122070312,1845.5,471.29998779296875
2022-06-09,661.2999877929688,105.05000305175781,41.5,1377.699951171875,732.75,920.2999877929688,1865.199951171875,466.95001220703125
2022-06-10,660.7000122070312,105.0999984741211,41.59000015258789,1351.0999755859375,720.0,913.2000122070312,1791.800048828125,461.8500061035156
2022-06-13,648.9500122070312,99.94999694824219,39.459999084472656,1326.5999755859375,688.0,865.4500122070312,1737.3499755859375,445.8500061035156
2022-06-14,650.75,100.55000305175781,39.43000030517578,1312.0,685.5,844.2000122070312,1739.699951171875,448.1000061035156
2022-06-15,650.5,100.0999984741211,37.65999984741211,1307.449951171875,687.25,843.2999877929688,1736.6500244140625,451.3500061035156
2022-06-16,634.9000244140625,97.5,36.209999084472656,1281.300048828125,678.5,809.5999755859375,1675.800048828125,441.6000061035156
2022-06-17,635.2000122070312,95.05000305175781,36.16999816894531,1289.75,686.8499755859375,806.9000244140625,1673.5999755859375,441.0
2022-06-20,628.2999877929688,91.1500015258789,34.90999984741211,1322.1500244140625,685.9500122070312,784.0499877929688,1679.199951171875,434.70001220703125
2022-06-21,636.5,96.05000305175781,36.4900016784668,1336.550048828125,696.0999755859375,798.8499755859375,1681.5,450.75
2022-06-22,626.7999877929688,95.44999694824219,36.16999816894531,1330.25,686.5999755859375,777.6500244140625,1669.699951171875,447.6499938964844
2022-06-23,629.3499755859375,96.44999694824219,36.369998931884766,1335.1500244140625,699.1500244140625,784.9500122070312,1684.0999755859375,451.3999938964844
2022-06-24,634.0,99.94999694824219,37.18000030517578,1353.800048828125,713.4500122070312,806.5,1698.4000244140625,454.25
2022-06-27,637.0999755859375,100.0,37.540000915527344,1356.25,717.3499755859375,823.5,1691.550048828125,461.20001220703125
2022-06-28,642.3499755859375,101.55000305175781,37.560001373291016,1345.9000244140625,710.2999877929688,816.5999755859375,1668.800048828125,464.25
2022-06-29,625.5499877929688,101.1500015258789,37.25,1343.949951171875,702.75,808.7999877929688,1642.449951171875,459.1000061035156
2022-06-30,636.7999877929688,97.4000015258789,36.25,1348.0,707.2000122070312,794.3499755859375,1661.0999755859375,465.8999938964844
